은행,상품종류,상품이름,조항,조항이름,조항내용
KB_bank,예/적금,「KB 스타적금Ⅲ」 특약,1,적용범위,"① 「KB스타적금Ⅲ」(이하 ‘이 적금’이라 한다)의 거래는 이 특약을 적용하며, 이 특약에서 정하지 않
은 사항은 예금거래기본약관 및 적립식예금약관을 적용합니다.
② 이 적금의 거래에 있어서 발생하는 전자금융거래에 관한 사항은 전자금융거래기본약관을
적용합니다.
③ KB국민은행 ‘계좌간자동이체’를 신청하여 이 적금에 저축하는 경우 「계좌간자동이체 약관」을
적용합니다. (단, 다른 금융회사를 통해 자동이체하는 경우 해당 금융회사가 정한 내용에 따릅니다.)"
KB_bank,예/적금,「KB 스타적금Ⅲ」 특약,2,가입대상,"이 적금의 가입대상은 만 19세 이상 실명의 개인으로 1인 1계좌에 한하여 가입이 가능하며, 개인사
업자, 임의단체 및 공동명의로는 가입이 불가합니다."
KB_bank,예/적금,「KB 스타적금Ⅲ」 특약,3,예금과목 및 계약기간,"이 적금의 예금과목은 정기적금으로 하며, 계약기간은 12개월로 합니다."
KB_bank,예/적금,「KB 스타적금Ⅲ」 특약,4,판매한도,"이 적금은 판매한도를 정하여 판매하며 KB국민은행 홈페이지, KB스타뱅킹, 영업점에서 판매한도
확인이 가능하고, 정해진 한도가 소진되면 별도의 안내 없이 판매를 종료합니다."
KB_bank,예/적금,「KB 스타적금Ⅲ」 특약,5,저축방법 및 저축한도,"이 적금은 매월(해당월의 초일부터 말일까지) 1만원 이상 30만원 이하(원 단위) 금액을 자유롭게
저축할 수 있습니다."
KB_bank,예/적금,「KB 스타적금Ⅲ」 특약,6,이율의 적용,"① 기본이율은 가입일 당시 영업점 및 KB국민은행 홈페이지에 게시한 이율을 적용하며, 우대이율은"
KB_bank,예/적금,「KB 스타적금Ⅲ」 특약,7,에서 정하는 조건을 충족하는 경우 적용합니다.,"② 만기이율은 기본이율과 우대이율을 합하여 가입일부터 만기일 전날까지 적용하며, 입금금액별로
입금일부터 만기일 전날까지의 기간에 대하여 계산한 이자를 합산하여 지급합니다.
③ 만기일 전에 지급을 청구하는 경우 입금금액별로 입금일부터 지급일 전날까지 기간에 대하여
가입일 당시 영업점 및 KB국민은행 홈페이지에 게시한 중도해지이율로 계산한 이자를 합산하여
지급합니다.
④ 만기일 이후에 지급을 청구하는 경우 만기일부터 지급일 전날까지의 기간에 대하여 가입일 당시
영업점 및 KB국민은행 홈페이지에 게시한 만기후이율로 계산한 이자를 제6조 제②항의 만기이율로
계산한 이자에 더하여 지급합니다.
⑤ 가입 시 금리우대쿠폰을 적용한 경우 만기해지 시 적용되는 최종이율에 쿠폰의
우대금리를 더하여 계산하며 자세한 내용은 KB금융쿠폰 서비스에 따릅니다."
KB_bank,예/적금,「KB 스타적금Ⅲ」 특약,7,우대이율,"이 적금은 다음의 우대이율 제공조건을 충족한 경우 가입일 당시 영업점 및 KB국민은행 홈페이
지에 게시한 우대이율을 적용합니다. 단, 신규일로부터 1개월 이내에 중도해지한 계좌에 대해서
는 적용하지 않습니다.
주1) 1년 전 신규해당일(없는 날짜인 경우 1년 전 해당월의 말일) ~ 신규 전일
(예시1) 적금 신규일이 2025.04.01인 경우,
최근 1년 대상기간은 “2024.04.01(1년 전 신규해당일) ~ 2025.03.31(신규 전일)”
(예시2) 적금 신규일이 2028.02.29인 경우,
최근 1년 대상기간은 “2027.02.28(1년 전 해당월의 말일) ~ 2028.02.28(신규 전일)”
* 2027.02월은 29일(1년 전 신규해당일)이 없는 달이므로 28일(1년 전 해당월의 말일)로 적용
주2) 거치식/적립식 예금(외화예금 제외), 청약, 펀드, 신탁(퇴직연금 제외), 방카슈랑스, 대출"
KB_bank,예/적금,「KB 스타적금Ⅲ」 특약,8,거래방법,"①이 적금은 KB스타뱅킹을 통해 가입이 가능합니다.
②이 적금은 KB스타뱅킹, 인터넷뱅킹, 영업점 및 고객센터를 통해 해지가 가능합니다.
※ 고객센터 해지 시 만기해지만 가능하며, 미성년자 명의 예금은 해지 불가
③ KB스타뱅킹에서 가입한 계좌는 별도 신청 없이 만기일에 자동 해지되어 가입 당시 출금계좌로
입금됩니다. (단, 계좌에 법적지급제한 등 해지 제한 사유가 있으면 자동 해지되지 않습니다.)"
KB_bank,예/적금,「KB 스타적금Ⅲ」 특약,9,기타,"①이 적금은 만기 전 일부 금액만 해지 할 수 없습니다.
②이 적금은 만기앞당김 지급이 불가합니다."
KB_bank,기타,「KB 스타플러스통장」 특약,1,적용범위,"KB 스타플러스통장(이하 ‘이 통장’이라 합니다)거래는 이 특약을 적용하며, 이 특약에서 정하지 않은 사항은
예금거래기본약관 및 입출금이자유로운예금약관을 적용합니다."
KB_bank,기타,「KB 스타플러스통장」 특약,2,가입대상,"① 이 통장의 가입대상은 『금융실명거래 및 비밀보장에 관한 법률』에 따라 실명이 확인된 개인으로,
한국씨티은행 고객 또는 임직원으로 확인된 순수개인 및 관련서류 미제출 임의단체 명의로 가입 가능하며
개인사업자와 공동명의로 가입이 불가합니다.
② 이 통장은 1인 1계좌로, 최초 신규(전환) 가입만 가능합니다."
KB_bank,기타,「KB 스타플러스통장」 특약,3,예금과목,"이 통장의 예금과목은 보통예금, 저축예금으로 합니다."
KB_bank,기타,「KB 스타플러스통장」 특약,4,전환가입,"기존 보유계좌의 동일 예금과목 상품으로 전환신규가 가능합니다. 다만, 개별 상품에서 정한 기준에 의해
전환신규가 불가한 상품은 제외됩니다."
KB_bank,기타,「KB 스타플러스통장」 특약,5,판매기간,"이 통장은 한국씨티은행과의 협약에 의해 한시적으로 판매하며, 판매기간은 인터넷 홈페이지, KB스타뱅킹,
영업점에 게시합니다."
KB_bank,기타,「KB 스타플러스통장」 특약,6,자동전환,"① 이 통장의 신규일로부터 1년이 경과한 달의 다음 달 첫 영업일에 「KB 올인원급여통장」으로 자동전환
됩니다. 단, 「KB 올인원급여통장」을 이미 보유한 경우 「KB종합통장」으로 자동전환 됩니다.
② 이 통장으로 “한국씨티은행과 KB국민은행의 업무협약을 통한 급여이체 이력*이 확인된 한국씨티은행
임직원”은 신규일로부터 3년이 경과한 달의 다음 달 첫 영업일에 「KB 올인원급여통장」으로 자동전환
됩니다. 단, 「KB 올인원급여통장」을 이미 보유한 경우 「KB종합통장」으로 자동전환 됩니다.
* 신규일로부터 1년이 경과한 달의 전월말일 기준 1개월 이내
③ 제1항 및 제2항에도 불구하고, 자동전환일이 미도래 된 계좌라도 일괄적으로 2027년 1월 4일에
「KB 올인원급여통장」으로 자동전환 됩니다. 단, 「KB 올인원급여통장」을 이미 보유한 경우 「KB종합통장」
으로 자동전환 됩니다."
KB_bank,기타,「KB 스타플러스통장」 특약,7,적용이율,"① 이 통장의 기본이율은 결산일 현재 영업점 또는 KB국민은행 홈페이지에서 게시한 기본이율을 적용합니다.
② 다른 통장에서 이 통장으로 전환신규한 계좌의 경우, 전환 후 최초 결산기에 대해서는 전환 전(前) 예금의
이율을 적용하고, 다음 결산기부터는 전환된 예금의 이율을 적용합니다."
KB_bank,기타,「KB 스타플러스통장」 특약,8,수수료 면제 및 환율우대,"① 면제 및 환율우대 기간 : 이 통장 신규일로부터 자동전환일 전일까지
※ 단, 자동전환 불가계좌의 경우 2027.1.3까지로 한함
② 면제 대상 수수료
① KB국민은행 인터넷·폰·모바일뱅킹 다른은행 이체수수료
② KB국민은행 자동화기기 다른은행 이체수수료
③ KB국민은행 자동화기기 시간외 출금수수료
④ 납부자 자동이체(타행 자동이체 포함) 수수료
⑤ 다른은행 자동화기기* 출금 수수료
⑥ KB국민은행 창구 다른은행 이체 수수료
⑦ 통장(증서) 재발급 수수료
⑧ 제증명서 발급 수수료(수신)
⑨ 제사고 신고 수수료
⑩ 자기앞수표 발행 수수료(일반)
⑪ 자기앞수표 교환전 자금화 수수료
⑫ 예금거래 조회 수수료(창구처리)
⑬ 직불카드 발급 수수료(재발급 포함)
⑭ OTP발급 수수료(카드형/일반형/스마트형)
⑮ 해외송금수수료 면제 (전신료, 중계은행수수료 및 해외수취은행수수료 제외)
* 다른은행 자동화기기(ATM)의 경우 제휴 ATM 및 VAN사(효성·나이스·한네트 등) ATM 제외
③ 외국통화 환전 시 환율우대율(외국동전 제외)
주1) 인터넷뱅킹, KB스타뱅킹, 콜센터
주2)     비대면을 통해 매입한 외국통화를 비대면채널에서 원화로 매도하는 경우, 외국통화 매입시에 적용했던
환율우대율 적용 (예:  비대면 채널에서 USD 90% 우대율로 매입한 USD를 비대면에서 원화로 매도하는 경우, 환율우대율 90% 적용)
주3) 기타통화: AUD, CAD, CNY, CHF, GBP, HKD, NZD, SGD, THB에 한함
④ 영업점 및 KB스타(인터넷)뱅킹 해외송금 시 환율우대율 : 환율우대(매매마진율) 50%
(개인이전거래 및 증빙서류없는 자본거래 지급 사유만 가능)(개인이전거래 및 증빙서류없는 ※ 단, 미화5천불 이하 소액해외송금, 지급증빙서류미제출송금
자본거래 지급 사유만 가능  , 해외체재비해외송금에 한하며, 웨스턴유니온송금,리브캄보디아 해외송금, 윙캄보디아 해외송금,
KB-WISE해외송금 및 KB ONE ASIA해외송금은 제외
⑤ ‘KB 스타플러스통장’ 원화계좌에서 본인명의 외화계좌로 입출금 거래 시 환율우대율
신규, 해지 및 타행으로의 이체 제외  ※ KB 스타플러스통장 및 외화계좌 모두 본인명의 계좌에 한함 ※
(주)기타통화 : AUD, CAD, CNY, CHF, GBP, HKD, NZD, SGD에 한함"
KB_bank,기타,「KB 스타플러스통장」 특약,9,거래방법,"① 이 통장의 신규 및 전환은 영업점, KB스타뱅킹을 통해 가능합니다.
② 이 통장의 해지는 영업점, 개인인터넷뱅킹, KB스타뱅킹을 통해 가능합니다."
KB_bank,기타,「KB 스타플러스통장」 특약,10,제한사항,"① 자동전환 후 수수료 면제 및 환전우대 혜택, 이율 등은 ‘KB 올인원급여통장(또는 KB종합통장)’에서 정한
기준에 따릅니다.
② 이 통장 신규 후 자동전환 되기 이전에 다른 상품으로 전환하는 경우, 이 통장으로 재 전환이 불가합니다."
KB_bank,기타,「KB 올인원급여통장」 특약,1,적용범위,"KB 올인원급여통장(이하 ‘이 통장’이라 합니다)거래는 이 특약을 적용하며, 이 특약에서 정하지 않은사항은 예
금거래기본약관 및 입출금이자유로운예금약관을 적용합니다."
KB_bank,기타,「KB 올인원급여통장」 특약,2,가입대상,"이 통장의 가입대상은 금융실명거래 및 비밀보장에 관한 법률에 따라 실명이 확인된 개인이며, 1인 당 1개의
통장만 개설할 수 있습니다."
KB_bank,기타,「KB 올인원급여통장」 특약,3,예금과목,"이 통장의 예금과목은 보통예금, 저축예금으로 합니다."
KB_bank,기타,「KB 올인원급여통장」 특약,4,수수료 면제,"① 면제 조건 : 전월(1일~말일) 중 이 통장에서 아래 실적 중 하나 이상 발생된 경우
- 합산 50만원 이상 입금 이력이 있는 경우
※ 당행 본인 명의 계좌에서 이체된 건 및 본인의 주민등록번호로 입금된 건 제외
- KB 리브 모바일(KB Liiv M) 자동이체 출금 이력이 있는 경우
※ 체크카드 및 신용카드를 통해 출금된 건 제외
② 면제 기간 : 이번달 11일 ~ 다음달 10일
※ 이 통장의 신규(또는 전환)일부터 다음 다음 달 10일까지는 은행 거래실적에 관계없이 면제
③ 면제 횟수 : 제한없음
④ 면제 대상 수수료
- 전자금융(인터넷∙폰∙모바일뱅킹)을 통한 다른은행 이체수수료
- 납부자 자동이체 (타행 자동이체 포함)수수료
- KB국민은행 자동화기기 다른은행 이체수수료
- KB국민은행 자동화기기 시간외 출금수수료
- 다른은행 자동화기기 출금수수료
※ 다른은행 자동화기기의 경우 제휴 ATM 및 VAN사(효성·나이스·한네트 등) 자동화기기 제외"
KB_bank,기타,「KB 주거행복 월세통장」 특약,1,적용범위,"「KB주거행복 월세통장」(이하 '이 통장'이라 합니다)의 거래는 이 특약을 적용하며, 이 특약에서
정하지 않은 사항은 예금거래기본약관, 입출금이자유로운예금약관, 계좌간자동이체약관,
납부자자동이체약관 및 타행자동이체약관을 적용합니다."
KB_bank,기타,「KB 주거행복 월세통장」 특약,2,예금과목,이 통장의 예금과목은 저축예금으로 합니다.(통장 전환 불가. 신규만 가능)
KB_bank,기타,「KB 주거행복 월세통장」 특약,3,가입대상,이 통장의 가입대상은 실명의 개인으로 1인 1통장에 한합니다.
KB_bank,기타,「KB 주거행복 월세통장」 특약,4,가입금액,이 통장의 가입금액은 제한이 없습니다.
KB_bank,기타,「KB 주거행복 월세통장」 특약,5,기본이율,이 통장의 기본이율은 결산일 현재 영업점에 고시한 저축예금의 기본이율을 적용합니다.
KB_bank,기타,「KB 주거행복 월세통장」 특약,6,수수료 면제,"① 월세 납부 자동이체 등록 고객이 이 통장을 통해 월세 납부 시‘납부자 자동이체(타행자동이체 포함)’㈜
수수료 면제를 제공합니다.
※㈜ ‘납부자 자동이체(타행자동이체 포함)’란 국민은행에서 다른 은행으로의 자동이체 거래를 말합니다.
② 월세가 자동이체될 때 SMS(휴대폰 문자메시지)로 해당 내용을 알려주는「월세이체 알림서비스」를
월세 납부 자동이체 등록 고객에게 무료로 제공합니다.
단, 고객이 ‘입출금내역 통지등록’서비스를 신청한 경우에 한합니다."
KB_bank,기타,「KB 주거행복 월세통장」 특약,7,부가서비스,월세 납부 자동이체 등록 고객이「월세 이체내역서」를 신청하는 경우 무료로 제공합니다.
KB_bank,기타,「KB 주거행복 월세통장」 특약,8,자동이체 제한,"① 이 통장은 월세납부 전용통장으로 자동이체 등록은「KB주거행복 월세대출」약정 후 가능하며,
월세 납부를 위한 자동이체(납부자 자동이체, 타행자동이체 포함) 1건만 등록할 수 있습니다.
② 자동이체 입금은행이 KB국민은행일 경우, 이체지정일이 은행 영업일이 아닌 때는 그 다음
영업일에 이체되며 이체지정일이 없는 월의 경우에는 해당월의 말일에 이체됩니다.
③ 납부자자동이체 등록 고객으로서 위 ②항의 자동이체와 관련하여 자동이체 입금은행이
다른 은행일 경우에는, 월세 납부자 출금계좌에서 이체지정일(은행 영업일이 아닌 때는 그
다음 영업일, 이체지정일이 없는 월의 경우에는 해당월의 말일) 전 제 1영업일에 출금하여
이체지정일에 입금계좌로 입금됩니다. 단, 해당월 이체지정일에 이체되지 않은 자동이체 금액은
해당월 이체지정일 이후에 다시 이체되지 않습니다.
④ 타행자동이체 등록 고객으로서 위 ②항의 자동이체와 관련하여 자동이체 입금은행이
다른 은행일 경우에는, 월세 납부자 출금계좌에서 이체지정일(은행 영업일이 아닌 때는 그
다음 영업일, 이체지정일이 없는 월의 경우에는 해당월의 말일)에 출금하여 이체지정일에
입금계좌로 입금됩니다. 단, 해당월 이체지정일에 이체되지 않은 자동이체 금액은 해당월
이체지정일 이후에 다시 이체되지 않습니다."
KB_bank,기타,「KB 주거행복 월세통장」 특약,9,지급 및 이체 제한,"① 이 통장은「KB주거행복 월세대출」과 약정되어 있는 경우에 한하여 잔액이 마이너스(-) 될 수 있습니다.
②「KB주거행복 월세대출」의 약정계좌로 등록된 경우, 통장 잔액이 마이너스(-)가 되도록 하는
현금인출(기타 출금거래 포함) 거래는 불가능합니다. 단, 대출 약정할 때 등록된 월세납부를 위한
자동이체와 해당 대출의 이자출금은 가능합니다.
③ 통장 잔액이 플러스(+)인 잔액 범위 내에서는「KB주거행복 월세대출」약정여부와 관계없이
현금인출에 제한이 없습니다."
KB_bank,기타,「KB 주거행복 월세통장」 특약,10,기타 유의사항,"① 이 통장은 양도 및 담보제공이 되지 않습니다.
② 이 통장은 비과세종합저축으로 가입 가능합니다.
단, 관련 세법이 개정 될 경우 세율이 변경되거나 세금이 부과될 수 있습니다.
③ 이 통장은「KB주거행복 월세대출」을 제외한 유동성 한도대출의 연결계좌로 사용할 수 없습니다."
KB_bank,기타,「KB 청년도약계좌」 특약,1,적용범위,"① 이 특약은 「KB청년도약계좌」(이하 ‘이 적금’) 거래에 대하여 적용하고, 이 특약에서 정하지 않은 사항은
「예금거래기본약관」 및 「적립식예금약관」을 적용합니다.
② 이 적금의 거래과정에서 발생하는 전자금융거래에 관한 사항은 「전자금융거래기본약관」을 적용합니다."
KB_bank,기타,「KB 청년도약계좌」 특약,2,가입대상,"① 이 적금의 가입대상은 실명의 개인인 거주자로서 다음 각 호의 요건을 모두 충족하는 사람에 한합니다. 
1. 가입일 현재 19세 이상 34세(병적증명서등으로 다음 각 목의 병역을 이행하였음이 증명되는  
경우에는 6년을 한도로 병역을 이행한 기간을 현재 연령에서 빼고 계산한 연령) 이하인 사람  
가. 현역병, 상근예비역 및 의무경찰ㆍ의무소방원  
나. 사회복무요원  
다. 장교, 준사관 및 부사관 
2. 가입일 현재 다음 각 목의 어느 하나에 해당하는 개인소득기준주1)을 충족하는 사람 
가. 직전 과세기간의 총급여액이 7,500만원 이하인 경우(직전 과세기간에 근로소득만 있거나 근로소득 
및 종합소득과세표준에 합산되지 아니하는 종합소득이 있는 경우로 한정하고, 비과세 소득만 있는  
경우는 제외) 
나. 직전 과세기간의 종합소득과세표준에 합산되는 종합소득금액이 6,300만원 이하인 경우(직전 과세 
기간의 총급여액이 7,500만원을 초과하는 근로소득이 있는 자 및 비과세소득만 있는 경우는 제외) 
※ 주1) 가입일 현재 직전 과세기간의 소득이 확정되지 않은 경우에는 전전 과세기간의 소득을 기준으로 충족  
여부를 판단  
다. 가입대상 확인 시 가목, 나목에도 불구하고 「소득세법」 제12조제3호마목에 따른 육아휴직급여, 
육아휴직수당이 있는 사람, 「소득세법」 제12조제3호가목에 따른 복무중인 병(兵)이 받는 급여가 
있는 사람은 비과세소득만 있는 자로 보지 않을 것 
3. 가입일 현재 다음 각 목에 따라 산정한 가구소득기준주2)을 충족하는 사람 
가. 직전 과세기간의 가구소득이 직전년도 기준 중위소득의 250% 이하일 것 
나. 가구원주3)은 이 적금에 가입하려는 거주자 본인과 본인의 주민등록표 등본상(주민등록표 등본 발급이 
불가능한 외국인의 경우 외국인등록 사실증명상) 배우자, 부모, 자녀, 형제·자매를 기준으로 판단할 
것(단, 형제·자매는 미성년자인 경우에만 가구원에 포함하며, 청년이 부양하고 있는 것으로 확인 될 
경우 조부모를 포함 할 수 있음) 
다. 가구소득은 가구원의 총급여, 종합소득과세표준에 합산되는 종합소득금액, 연말정산한 사업소득금액,  
연말정산한 연금소득금액, 연말정산한 종교인소득금액을 모두 합산하여 산정(단, 미성년자인 형제· 
자매의 경우 소득합산에서 제외) 
※ 주2) 가입일 현재 직전 과세기간의 소득이 확정되지 않은 경우에는 전전 과세기간의 소득 및 전전년도의 기준  
중위소득을 기준으로 충족 여부를 판단 
※ 주3) 주민등록표 등본 상 가구원을 판단하기 어려운 예외 사항은 별도 증빙서류를 제출 받아 가구원을 확정 
4. 가입일이 속한 과세기간의 직전 3개주4) 과세기간 중 1회 이상 ‘금융소득종합과세 대상자’ (「소득세법」 
제14조제3항제6호에 따른 소득의 합계액이 같은 호에 따른 이자소득등의 종합과세기준 금액을 
초과한 자)에 해당하지 않는 사람 
※ 주4) 가입일 현재 직전 과세기간의 소득이 확정되지 않아 직전 과세기간의 ‘금융소득종합과세 대상자’ 여부를 
확인할 수 없는 경우에는 나머지 2개 과세기간을 기준으로 판단하되, 가입 후 직전 과세기간의 ‘금융소득종합과세 
대상자’로 확인되면 납입 중지(가입대상 미해당) 처리 
② 이 적금에 가입한 후 제1항제4호에 따른 가입대상이 아닌 것으로 확인될 경우 납입 중지(가입대상 미해당)  
처리됩니다. 
③ 이 적금은 공동명의로 가입할 수 없고, 양도 및 명의변경을 할 수 없습니다. 
④ 이 적금은 이 적금을 취급하는 모든 금융회사등(「금융실명거래 및 비밀보장에 관한 법률」에 따른 금융회사  
등)을 통틀어 1인1계좌만 가입할 수 있습니다. 
⑤ 제1항에도 불구하고 「조세특례제한법」 제91조의21에 따른 청년희망적금에 가입한 사람은 이 적금에 가입 
할 수 없습니다. (단, 청년희망적금 해지 후 가입 가능) 
⑥ 외국인의 경우 실명확인증표는 외국인등록증에 한합니다."
KB_bank,기타,「KB 청년도약계좌」 특약,3,가입신청 및 적금가입,이 적금은 가입신청 후 제2조의 가입대상 기준에 따라 선정된 자에 한해 특정 지정 기간에 가입합니다.
KB_bank,기타,「KB 청년도약계좌」 특약,4,예금과목 및 계약기간,"이 적금의 예금과목은 정기적금(자유적립식)으로 하고, 계약기간은 가입일부터 5년으로 합니다. (단, 만기일
전에 해지 할 경우 만기해지되지 않습니다.)"
KB_bank,기타,「KB 청년도약계좌」 특약,5,저축한도 및 저축방법,"① 이 적금은 회차별 최소 1천원 이상 1천원 단위로, 매월(월 초일부터 말일까지) 70만원 범위에서 만기일
전일까지 자유롭게 저축할 수 있습니다. 다만, 연간주5) 납입 한도는 840만원을 초과할 수 없습니다.
※ 주5) (예시) '23.7.10 가입 시☞ 1년차('23.7.10~'24.7.9), 2년차('24.7.10~'25.7.9), 3년차('25.7.10~'26.7.9)
4년차('26.7.10~'27.7.9), 5년차('27.7.10~'28.7.9)
② 제1항에도 불구하고 청년희망적금을 만기해지한 사람은 청년희망적금 만기지급금을 이 적금 최초 납입금액
으로 일시납입주6) 할 수 있습니다. 다만, 가입 후 2개년주7) 동안 납입한도는 1,680만원을 초과할 수 없습니다.
※ 주6) 최소 200만원 이상이어야 함
※ 주7) (예시) '24.2.22 가입 시 2개년 ☞ '24.2.22~'26.2.21
③ 제2항에 따라 일시납입한 사람이 청년희망적금 만기해지자가 아니거나, 일시납입금액이 청년희망적금
만기지급금을 초과할 경우 제10조에 따른 정부기여금을 지급하지 아니하며 납입중지 처리됩니다
④ 제2항에 따라 일시납입한 사람은 이 적금 가입신청 시 선택한 기간(일시납입으로 선납한 기간) 동안 이
적금에 추가 납입할 수 없습니다.
⑤ 제2항에 따라 이 적금에 일시납입하기 위해서는 청년희망적금 만기일이 속하는 달의 다음 달 말일까지 이
적금 가입을 원하는 금융기관에 가입신청을 해야합니다.
⑥ 원활한 정부기여금 운영을 위해 이 적금에 입금한 금액의 입금거래 정정(취소·변경 등)은 제한될 수 있습니다."
KB_bank,기타,「KB 청년도약계좌」 특약,6,이자 지급 방법,"① 이 적금의 기본이율은 가입일로부터 3년까지 가입일 당시 영업점 및 KB국민은행 홈페이지에 게시한
이율을 적용하고, 가입일로부터 3년 경과시점부터 기본이율이 변경될 수 있습니다.
② 이 적금의 만기이율은 제1항의 기본이율에 제7조의 우대이율을 합하여 계약기간 동안 적용합니다.
③ 이 적금의 만기일 전에 해지할 경우에는 입금한 금액에 대하여 입금일부터 해지일 전일까지의 기간 동안
가입일 당시 영업점 및 KB국민은행 홈페이지에 게시한 중도해지이율로 계산한 이자를 원금에 더하여
지급합니다.(단, 가입일로부터 3년 이상 경과 시 제1항에 따른 기본금리로 계산한 이자와 원금을 지급합니다.)
④ 이 적금의 만기일 이후에 해지할 경우에는 만기일부터 해지일 전일까지의 기간동안 가입일 당시 영업점 및
KB국민은행 홈페이지에 게시한 만기후이율로 계산한 이자를 제2항의 만기이자에 더하여 지급합니다.
⑤ 제3항에도 불구하고 제9조에 따른 특별중도해지한 경우 제1항에 따른 기본이율로 계산한 이자와 원금을
지급합니다."
KB_bank,기타,「KB 청년도약계좌」 특약,7,우대이율,"아래 항목별로 제공 조건을 충족하는 경우 가입일 당시 영업점 및 KB국민은행 홈페이지에 게시한  
우대이율을 적용합니다. 단, 모든 우대이율은 만기해지 계좌에 대하여 계약기간 동안 적용합니다. 
급여이체 이 적금의 신규일이 포함된 달부터 만기 전전월 말까지 급여주8)가 입금된 월수가  
제공 조건 
36회 이상인 경우 
자동납부 
이 적금의 신규일이 포함된 달부터 만기 전전월 말까지 본인 명의 KB국민은행 입출금통장
에서 아래 ① 또는 ②의 자동이체 출금이 발생한 경우 
① 월 2건 이상의 공과금 자동이체주9) 월수 36회 이상 
② KB리브모바일 청년도약 요금제의 자동이체 출금 월수 36회 이상주10) 
거래감사 계약기간 중 주택청약종합저축주11) 신규 가입 고객 또는 가입일 기준 KB청년희망적금  
만기 해지 고객 
소득플러스 
가입신청 시점 및 가입 후 1년 주기로 확인된 개인소득금액의 소득요건 주12)을 충족하는 경우  
충족 횟수에 따라 차등 적용(최고 연 0.5%p) 
ㅇ 5회 : 연 0.5%p / 4회 : 연 0.4%p / 3회 : 연 0.3%p / 2회 : 연 0.2%p / 1회 : 연 0.1%p 
※ 주8) 급여 인정 세부 기준 (※ 당행 본인계좌로부터의 이체 실적은 제외) - 급여이체일이 등록된 계좌의 지정된 급여일(전후 1영업일 포함 3영업일)에 건별50만원 이상의 급여이체  
실적이 있는 경우 - 급여이체일이 등록된 계좌에 적요(월급/급여/수당/급료/상여/보너스/봉급/연금/성과급/보로금/임금/Salary/  
bonus/pay)가 기재된 건별50만원 이상의 이체 실적이 있는 경우 - 급여이체 계약(신청)에 의해 당행 급여이체 전산(급여성 선일자, 급여성 탑라인, 기업인터넷뱅킹 등)을 통한  
건별20만원 이상의 급여이체 실적이 있는 경우 
주9) 공과금 자동이체 인정 세부 기준 - 계좌 거래내역 중 거래유형(거래구분)이 아파트관리비, 지로, CMS, FBS인 출금건에 한함  
※ 거래유형(거래구분)이 상기 외 출금건인 경우 제외(국민카드, 공과금 등), 계좌간 자동이체 출금 건 제외 
주10) 본인 명의로 KB리브모바일 청년도약 요금제 개통 후 요금제 해지일까지 자동이체 출금 월수 36회  
이상 발생한 경우 (단, 1개월 이상 요금제 정지시, 정지기간 중 출금건은 자동이체로 인정하지 않음) 
주11) 청년 주택드림 청약통장 포함 
주12) 총급여기준 2,400만원 이하, 종합소득기준 1,600만원 이하인 경우 - 제10조제2항의 [표1. 개인 소득별 정부기여금 지급구조]상 개인소득구간이 1구간에 해당하는 경우"
KB_bank,기타,「KB 청년도약계좌」 특약,8,세율의 적용,"① 제5조에 따라 납입된 저축금액에 대해 발생한 이자소득에 대해서는 소득세 및 농어촌특별세가 부과되지
않습니다.
② 제1항에도 불구하고 다음 각 호의 어느 하나에 해당하는 이자소득에 대해서는 소득세 및 농어촌특별세가
부과됩니다.
1. 가입자가 「조세특례제한법」제91조의22에 따른 과세특례 적용 요건(이하 ‘과세특례 요건’)을 갖추지
못한 것이 확인된 경우 이 적금에서 발생한 이자소득
2. 가입자가 계약기간 중 계약을 해지(제9조에 따라 특별중도해지하는 경우와 가입일부터 3년 이상
경과한 후에 해지하는 경우 제외)한 경우 이 적금에서 발생한 이자소득
3. 이 적금의 만기일 이후 발생한 이자소득
③ 제10조제5항에 따른 정부기여금의 이자소득에 대해서는 소득세 및 농어촌특별세가 부과되지 않습니다."
KB_bank,기타,「KB 청년도약계좌」 특약,9,특별중도해지 시 세율의 적용,"① 이 적금의 가입자가 계약기간 중 다음 각 호의 어느 하나에 해당하는 사유로 계약을 해지(이하 ‘특별중도
해지’)하는 경우 해지 시 지급받은 이자소득에 대해서는 소득세 및 농어촌특별세가 부과되지 않습니다.
1. 가입자의 사망·해외이주
2. 계약해지일 전 6개월 이내에 발생한 다음 각 목의 어느 하나에 해당하는 사유
가. 천재지변
나. 가입자의 퇴직
다. 사업장의 폐업
라. 가입자의 3개월 이상의 입원치료 또는 요양이 필요한 상해·질병의 발생
마. 이 적금을 취급하는 금융회사등(이하 ‘적금취급기관’)의 영업의 정지, 영업인가·허가의 취소,
해산결의 또는 파산선고
바. 가입자의 주택 취득(과거에 주택을 소유한 사실이 없는 가입자가 본인이 거주할 목적으로 주택을
취득한 경우로서 취득일 당시 「소득세법」 제99조제1항에 따른 기준시가가 5억원 이하인
「주택법」 제2조제6호에 따른 국민주택규모의 주택을 취득한 경우로 한정합니다)
사. 가입자의 혼인 또는 출산(배우자의 출산 포함)
② 특별중도해지를 하려는 가입자는 「조세특례제한법 시행규칙」 제61조에 따른 특별해지사유신고서 및
증빙서류를 은행에 제출하여야 합니다."
